No,Kode,NamaPerusahaan,papanPencatatan,Sektor,numSelisih,numPenutupan,numGainers,Gainers,numVolume,Volume,numNilai,Nilai,numFreq,Freq
513,MSKY,MNC Sky Vision Tbk.,Utama,Cyclic,2,224,0.90%,gainersRendah,91100,volumeRendah,20308600,nilaiRendah,40,freqRendah
514,MTDL,Metrodata Electronics Tbk.,Utama,Technology,-5,585,-0.85%,gainersRendah,1198000,volumeRendah,697863500,nilaiRendah,545,freqRendah
515,MTEL,Dayamitra Telekomunikasi Tbk.,Utama,Infrasctructures,5,710,0.71%,gainersRendah,14309100,volumeRendah,10077562500,nilaiRendah,10859,freqSedang freqRendah
516,MTFN,Capitalinc Investment Tbk.,Pengembangan,Energy,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
517,MTLA,Metropolitan Land Tbk.,Utama,Properties & Real Estate,-8,350,-2.23%,gainersRendah,189100,volumeRendah,67577400,nilaiRendah,140,freqRendah
518,MTMH,Murni Sadar Tbk.,Utama,Healthcare,-85,1665,-4.86%,gainersRendah,2915300,volumeRendah,4935799500,nilaiRendah,300,freqRendah
519,MTPS,Meta Epsi Tbk.,Pengembangan,Infrasctructures,0,50,0.00%,gainersRendah,214800,volumeRendah,10741600,nilaiRendah,15,freqRendah
520,MTRA,Mitra Pemuda Tbk.,Pengembangan,Infrasctructures,0,244,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
521,MTSM,Metro Realty Tbk.,Pengembangan,Properties & Real Estate,0,168,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
522,MTWI,Malacca Trust Wuwungan Insurance Tbk.,Pengembangan,Financials,-1,159,-0.63%,gainersRendah,10421200,volumeRendah,1669087400,nilaiRendah,1257,freqRendah
523,MYOH,Samindo Resources Tbk.,Utama,Energy,0,1545,0.00%,gainersRendah,16200,volumeRendah,25009000,nilaiRendah,7,freqRendah
524,MYOR,Mayora Indah Tbk.,Utama,Noncyc,80,2420,3.42%,gainersSedang gainersRendah,4052400,volumeRendah,9578950000,nilaiRendah,1848,freqRendah
525,MYRX,Hanson International Tbk.,Pengembangan,Properties & Real Estate,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
526,MYTX,Asia Pacific Investama Tbk.,Pengembangan,Cyclic,-1,56,-1.75%,gainersRendah,62400,volumeRendah,3548100,nilaiRendah,29,freqRendah
527,NANO,Nanotech Indonesia Global Tbk.,Akselerasi,Noncyc,4,45,9.76%,gainersSedang gainersRendah,17646600,volumeRendah,771746500,nilaiRendah,1019,freqRendah
528,NASA,Andalan Perkasa Abadi Tbk.,Pengembangan,Cyclic,0,50,0.00%,gainersRendah,800,volumeRendah,40000,nilaiRendah,3,freqRendah
529,NASI,Wahana Inti Makmur Tbk.,Pengembangan,Noncyc,0,112,0.00%,gainersRendah,2191300,volumeRendah,246429200,nilaiRendah,249,freqRendah
530,NATO,Surya Permata Andalan Tbk.,Pengembangan,Cyclic,0,510,0.00%,gainersRendah,278110700,volumeSedang volumeRendah,141694349700,nilaiSedang nilaiRendah,2132,freqRendah
531,NELY,Pelayaran Nelly Dwi Putri Tbk.,Pengembangan,Transportation & Logistic,-4,320,-1.23%,gainersRendah,1985700,volumeRendah,636483000,nilaiRendah,543,freqRendah
532,NETV,Net Visi Media Tbk.,Pengembangan,Cyclic,2,230,0.88%,gainersRendah,4120000,volumeRendah,953697800,nilaiRendah,485,freqRendah
533,NFCX,NFC Indonesia Tbk.,Pengembangan,Technology,-175,11200,-1.54%,gainersRendah,234500,volumeRendah,2598300000,nilaiRendah,165,freqRendah
534,NICK,Charnic Capital Tbk.,Pengembangan,Financials,10,430,2.38%,gainersSedang gainersRendah,47900,volumeRendah,20276800,nilaiRendah,116,freqRendah
535,NICL,PAM Mineral Tbk.,Pengembangan,Basic Materials,0,94,0.00%,gainersRendah,17983300,volumeRendah,1704992400,nilaiRendah,516,freqRendah
536,NIKL,Pelat Timah Nusantara Tbk.,Utama,Basic Materials,-15,700,-2.10%,gainersRendah,241900,volumeRendah,171389500,nilaiRendah,131,freqRendah
537,NIPS,Nipress Tbk.,Pengembangan,Cyclic,0,282,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
538,NIRO,City Retail Developments Tbk.,Pengembangan,Properties & Real Estate,0,140,0.00%,gainersRendah,13300,volumeRendah,1814400,nilaiRendah,8,freqRendah
539,NISP,Bank OCBC NISP Tbk.,Utama,Financials,0,745,0.00%,gainersRendah,5737100,volumeRendah,4249152500,nilaiRendah,411,freqRendah
540,NOBU,Bank Nationalnobu Tbk.,Utama,Financials,-15,545,-2.68%,gainersRendah,437700,volumeRendah,241624500,nilaiRendah,132,freqRendah
541,NPGF,Nusa Palapa Gemilang Tbk.,Utama,Basic Materials,0,50,0.00%,gainersRendah,1158100,volumeRendah,57905000,nilaiRendah,34,freqRendah
542,NRCA,Nusa Raya Cipta Tbk.,Utama,Infrasctructures,2,296,0.68%,gainersRendah,143200,volumeRendah,42214200,nilaiRendah,122,freqRendah
543,NTBK,Nusatama Berkah Tbk.,Pengembangan,Industrials,0,50,0.00%,gainersRendah,18000,volumeRendah,900000,nilaiRendah,19,freqRendah
544,NUSA,Sinergi Megah Internusa Tbk.,Pengembangan,Cyclic,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
545,NZIA,Nusantara Almazia Tbk.,Utama,Properties & Real Estate,-1,145,-0.68%,gainersRendah,976500,volumeRendah,140775700,nilaiRendah,407,freqRendah
546,OASA,Maharaksa Biru Energi Tbk.,Pengembangan,Infrasctructures,-25,1025,-2.38%,gainersRendah,1199000,volumeRendah,1222742000,nilaiRendah,535,freqRendah
547,OBMD,OBM Drilchem Tbk.,Pengembangan,Basic Materials,10,266,3.91%,gainersSedang gainersRendah,13363500,volumeRendah,3580373400,nilaiRendah,2272,freqRendah
548,OCAP,Onix Capital Tbk.,Pengembangan,Financials,0,159,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
549,OILS,Indo Oil Perkasa Tbk.,Pengembangan,Noncyc,2,218,0.93%,gainersRendah,397000,volumeRendah,85678000,nilaiRendah,83,freqRendah
550,OKAS,Ancora Indonesia Resources Tbk.,Pengembangan,Basic Materials,-11,157,-6.55%,gainersRendah,49656000,volumeSedang volumeRendah,8152577600,nilaiRendah,4411,freqSedang freqRendah
551,OLIV,Oscar Mitra Sukses Sejahtera Tbk.,Akselerasi,Cyclic,1,31,3.33%,gainersSedang gainersRendah,2415300,volumeRendah,73162000,nilaiRendah,127,freqRendah
552,OMRE,Indonesia Prima Property Tbk,Pengembangan,Properties & Real Estate,65,715,10.00%,gainersTinggi gainersSedang gainersRendah,65400,volumeRendah,46761000,nilaiRendah,14,freqRendah
553,OPMS,Optima Prima Metal Sinergi Tbk.,Pengembangan,Basic Materials,-2,124,-1.59%,gainersRendah,15976700,volumeRendah,1993552400,nilaiRendah,5720,freqSedang freqRendah
554,PADI,Minna Padi Investama Sekuritas Tbk.,Utama,Financials,0,50,0.00%,gainersRendah,2400,volumeRendah,120000,nilaiRendah,1,freqRendah
555,PALM,Provident Investasi Bersama Tbk.,Pengembangan,Noncyc,-30,715,-4.03%,gainersRendah,2366600,volumeRendah,1694229000,nilaiRendah,534,freqRendah
556,PAMG,Bima Sakti Pertiwi Tbk.,Utama,Properties & Real Estate,1,81,1.25%,gainersRendah,329800,volumeRendah,26668200,nilaiRendah,48,freqRendah
557,PANI,Pratama Abadi Nusa Industri Tbk.,Pengembangan,Noncyc,125,1115,12.63%,gainersTinggi gainersSedang gainersRendah,36860700,volumeSedang volumeRendah,40165645000,nilaiSedang nilaiRendah,8693,freqSedang freqRendah
558,PANR,Panorama Sentrawisata Tbk.,Utama,Cyclic,4,370,1.09%,gainersRendah,5579300,volumeRendah,2003538800,nilaiRendah,1138,freqRendah
559,PANS,Panin Sekuritas Tbk.,Utama,Financials,-40,2020,-1.94%,gainersRendah,146200,volumeRendah,295196000,nilaiRendah,218,freqRendah
560,PBID,Panca Budi Idaman Tbk.,Utama,Basic Materials,0,1605,0.00%,gainersRendah,732400,volumeRendah,1179016500,nilaiRendah,89,freqRendah
561,PBRX,Pan Brothers Tbk.,Utama,Cyclic,25,135,22.73%,gainersTinggi gainersSedang gainersRendah,1101971300,volumeTinggi volumeSedang volumeRendah,141292570300,nilaiSedang nilaiRendah,50087,freqTinggi freqSedang freqRendah
562,PBSA,Paramita Bangun Sarana Tbk.,Utama,Infrasctructures,-2,310,-0.64%,gainersRendah,459400,volumeRendah,141930000,nilaiRendah,108,freqRendah
563,PCAR,Prima Cakrawala Abadi Tbk.,Pengembangan,Noncyc,-5,143,-3.38%,gainersRendah,5858200,volumeRendah,850434000,nilaiRendah,1125,freqRendah
564,PDES,Destinasi Tirta Nusantara Tbk,Pengembangan,Cyclic,2,314,0.64%,gainersRendah,2653900,volumeRendah,826304400,nilaiRendah,155,freqRendah
565,PEGE,Panca Global Kapital Tbk.,Pengembangan,Financials,10,690,1.47%,gainersRendah,58100,volumeRendah,38554500,nilaiRendah,49,freqRendah
566,PEHA,Phapros Tbk.,Utama,Healthcare,10,840,1.20%,gainersRendah,65200,volumeRendah,54389500,nilaiRendah,36,freqRendah
567,PGAS,Perusahaan Gas Negara Tbk.,Utama,Energy,5,1945,0.26%,gainersRendah,69527600,volumeSedang volumeRendah,133690746500,nilaiSedang nilaiRendah,7892,freqSedang freqRendah
568,PGJO,Tourindo Guide Indonesia Tbk.,Akselerasi,Technology,0,70,0.00%,gainersRendah,2200,volumeRendah,153800,nilaiRendah,7,freqRendah
569,PGLI,Pembangunan Graha Lestari Indah Tbk.,Pengembangan,Cyclic,4,284,1.43%,gainersRendah,111900,volumeRendah,30427200,nilaiRendah,48,freqRendah
570,PGUN,Pradiksi Gunatama Tbk.,Utama,Noncyc,0,535,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
571,PICO,Pelangi Indah Canindo Tbk,Pengembangan,Basic Materials,74,466,18.88%,gainersTinggi gainersSedang gainersRendah,190985500,volumeSedang volumeRendah,84259473200,nilaiSedang nilaiRendah,40086,freqTinggi freqSedang freqRendah
572,PJAA,Pembangunan Jaya Ancol Tbk.,Utama,Cyclic,-5,700,-0.71%,gainersRendah,198900,volumeRendah,138232000,nilaiRendah,103,freqRendah
573,PKPK,Perdana Karya Perkasa Tbk,Pengembangan,Energy,4,278,1.46%,gainersRendah,1647100,volumeRendah,454032000,nilaiRendah,317,freqRendah
574,PLAN,Planet Properindo Jaya Tbk.,Akselerasi,Cyclic,0,29,0.00%,gainersRendah,245800,volumeRendah,7020100,nilaiRendah,37,freqRendah
575,PLAS,Polaris Investama Tbk,Pengembangan,Financials,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
576,PLIN,Plaza Indonesia Realty Tbk.,Utama,Properties & Real Estate,-10,2160,-0.46%,gainersRendah,800,volumeRendah,1734000,nilaiRendah,4,freqRendah
577,PMJS,Putra Mandiri Jembar Tbk.,Pengembangan,Cyclic,-1,172,-0.58%,gainersRendah,115900,volumeRendah,19967500,nilaiRendah,37,freqRendah
578,PMMP,Panca Mitra Multiperdana Tbk.,Utama,Noncyc,-2,382,-0.52%,gainersRendah,6614700,volumeRendah,2516668400,nilaiRendah,453,freqRendah
579,PNBN,Bank Pan Indonesia Tbk,Utama,Financials,-160,2250,-6.64%,gainersRendah,12479500,volumeRendah,28313837000,nilaiSedang nilaiRendah,1543,freqRendah
580,PNBS,Bank Panin Dubai Syariah Tbk.,Utama,Financials,-4,77,-4.94%,gainersRendah,228192400,volumeSedang volumeRendah,17835952900,nilaiSedang nilaiRendah,7258,freqSedang freqRendah
581,PNGO,Pinago Utama Tbk.,Pengembangan,Basic Materials,25,1325,1.92%,gainersRendah,26700,volumeRendah,35323000,nilaiRendah,52,freqRendah
582,PNIN,Paninvest Tbk.,Utama,Financials,-120,1595,-7.00%,gainersRendah,27223700,volumeSedang volumeRendah,43959716500,nilaiSedang nilaiRendah,2891,freqSedang freqRendah
583,PNLF,Panin Financial Tbk.,Utama,Financials,-40,545,-6.84%,gainersRendah,182517000,volumeSedang volumeRendah,100455549000,nilaiSedang nilaiRendah,5124,freqSedang freqRendah
584,PNSE,Pudjiadi & Sons Tbk.,Pengembangan,Cyclic,-15,505,-2.88%,gainersRendah,200,volumeRendah,101000,nilaiRendah,1,freqRendah
585,POLA,Pool Advista Finance Tbk.,Pengembangan,Financials,-3,111,-2.63%,gainersRendah,70139200,volumeSedang volumeRendah,8396261600,nilaiRendah,6753,freqSedang freqRendah
586,POLI,Pollux Hotels Group Tbk.,Pengembangan,Properties & Real Estate,-5,870,-0.57%,gainersRendah,1771400,volumeRendah,1543399000,nilaiRendah,359,freqRendah
587,POLL,Pollux Properties Indonesia Tbk.,Pengembangan,Properties & Real Estate,2,296,0.68%,gainersRendah,32000,volumeRendah,9602600,nilaiRendah,49,freqRendah
588,POLU,Golden Flower Tbk.,Pengembangan,Cyclic,13,505,2.64%,gainersSedang gainersRendah,25400,volumeRendah,12043500,nilaiRendah,19,freqRendah
589,POLY,Asia Pacific Fibers Tbk,Pengembangan,Cyclic,0,67,0.00%,gainersRendah,13273900,volumeRendah,915124900,nilaiRendah,1013,freqRendah
590,POOL,Pool Advista Indonesia Tbk.,Pengembangan,Financials,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
591,PORT,Nusantara Pelabuhan Handal Tbk.,Pengembangan,Infrasctructures,155,780,24.80%,gainersTinggi gainersSedang gainersRendah,107900,volumeRendah,81964500,nilaiRendah,176,freqRendah
592,POSA,Bliss Properti Indonesia Tbk.,Pengembangan,Properties & Real Estate,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
593,POWR,Cikarang Listrindo Tbk.,Utama,Infrasctructures,-10,675,-1.46%,gainersRendah,1260400,volumeRendah,852949000,nilaiRendah,429,freqRendah
594,PPGL,Prima Globalindo Logistik Tbk.,Akselerasi,Transportation & Logistic,1,114,0.88%,gainersRendah,443200,volumeRendah,50090100,nilaiRendah,92,freqRendah
595,PPRE,PP Presisi Tbk.,Utama,Infrasctructures,-1,143,-0.69%,gainersRendah,418000,volumeRendah,59650800,nilaiRendah,98,freqRendah
596,PPRO,PP Properti Tbk.,Utama,Properties & Real Estate,0,50,0.00%,gainersRendah,6911700,volumeRendah,345586600,nilaiRendah,268,freqRendah
597,PRAS,Prima Alloy Steel Universal Tbk.,Utama,Cyclic,0,182,0.00%,gainersRendah,11600,volumeRendah,2111200,nilaiRendah,5,freqRendah
598,PRDA,Prodia Widyahusada Tbk.,Utama,Healthcare,-50,5400,-0.92%,gainersRendah,299600,volumeRendah,1611847500,nilaiRendah,165,freqRendah
599,PRIM,Royal Prima Tbk.,Pengembangan,Healthcare,0,206,0.00%,gainersRendah,355000,volumeRendah,72776600,nilaiRendah,111,freqRendah
600,PSAB,J Resources Asia Pasifik Tbk.,Pengembangan,Basic Materials,-1,114,-0.87%,gainersRendah,1339300,volumeRendah,153860800,nilaiRendah,103,freqRendah
601,PSDN,Prasidha Aneka Niaga Tbk,Pengembangan,Noncyc,-2,107,-1.83%,gainersRendah,674900,volumeRendah,72431600,nilaiRendah,116,freqRendah
602,PSGO,Palma Serasih Tbk.,Pengembangan,Noncyc,-1,152,-0.65%,gainersRendah,1246500,volumeRendah,184091800,nilaiRendah,1601,freqRendah
603,PSKT,Red Planet Indonesia Tbk.,Pengembangan,Cyclic,0,77,0.00%,gainersRendah,10981100,volumeRendah,844027100,nilaiRendah,508,freqRendah
604,PSSI,Pelita Samudera Shipping Tbk.,Utama,Energy,-20,575,-3.36%,gainersRendah,3113900,volumeRendah,1791451000,nilaiRendah,692,freqRendah
605,PTBA,Bukit Asam Tbk.,Utama,Energy,0,3750,0.00%,gainersRendah,21864700,volumeSedang volumeRendah,82277061000,nilaiSedang nilaiRendah,7293,freqSedang freqRendah
606,PTDU,Djasa Ubersakti Tbk.,Pengembangan,Infrasctructures,-1,73,-1.35%,gainersRendah,3193500,volumeRendah,232556800,nilaiRendah,367,freqRendah
607,PTIS,Indo Straits Tbk.,Utama,Energy,-8,220,-3.51%,gainersRendah,33900,volumeRendah,7511800,nilaiRendah,29,freqRendah
608,PTPP,PP (Persero) Tbk.,Utama,Infrasctructures,-20,870,-2.25%,gainersRendah,15013700,volumeRendah,13076294500,nilaiRendah,2673,freqSedang freqRendah
609,PTPW,Pratama Widya Tbk.,Pengembangan,Infrasctructures,30,880,3.53%,gainersSedang gainersRendah,90000,volumeRendah,78328000,nilaiRendah,132,freqRendah
610,PTRO,Petrosea Tbk.,Utama,Energy,10,2930,0.34%,gainersRendah,45800,volumeRendah,133082000,nilaiRendah,62,freqRendah
611,PTSN,Sat Nusapersada Tbk,Utama,Technology,-4,194,-2.02%,gainersRendah,2064700,volumeRendah,401487200,nilaiRendah,292,freqRendah
612,PTSP,Pioneerindo Gourmet International Tbk.,Pengembangan,Cyclic,-230,3390,-6.35%,gainersRendah,100,volumeRendah,339000,nilaiRendah,1,freqRendah
613,PUDP,Pudjiadi Prestige Tbk.,Utama,Properties & Real Estate,0,392,0.00%,gainersRendah,300,volumeRendah,117600,nilaiRendah,2,freqRendah
614,PURA,Putra Rajawali Kencana Tbk.,Pengembangan,Transportation & Logistic,0,50,0.00%,gainersRendah,698400,volumeRendah,34920000,nilaiRendah,55,freqRendah
615,PURE,Trinitan Metals and Minerals Tbk.,Utama,Basic Materials,0,51,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
616,PURI,Puri Global Sukses Tbk.,Pengembangan,Properties & Real Estate,2,354,0.57%,gainersRendah,5900,volumeRendah,2064200,nilaiRendah,21,freqRendah
617,PWON,Pakuwon Jati Tbk.,Utama,Properties & Real Estate,-4,444,-0.89%,gainersRendah,16533100,volumeRendah,7358708600,nilaiRendah,2038,freqRendah
618,PYFA,Pyridam Farma Tbk,Pengembangan,Healthcare,25,920,2.79%,gainersSedang gainersRendah,400,volumeRendah,362000,nilaiRendah,3,freqRendah
619,PZZA,Sarimelati Kencana Tbk.,Utama,Cyclic,-10,520,-1.89%,gainersRendah,1740600,volumeRendah,901963500,nilaiRendah,166,freqRendah
620,RAFI,Sari Kreasi Boga Tbk.,Pengembangan,Cyclic,-4,144,-2.70%,gainersRendah,53618600,volumeSedang volumeRendah,7918582300,nilaiRendah,6710,freqSedang freqRendah
621,RAJA,Rukun Raharja Tbk.,Utama,Energy,30,1020,3.03%,gainersSedang gainersRendah,44994000,volumeSedang volumeRendah,45487396500,nilaiSedang nilaiRendah,3939,freqSedang freqRendah
622,RALS,Ramayana Lestari Sentosa Tbk.,Utama,Cyclic,-10,575,-1.71%,gainersRendah,10827700,volumeRendah,6248473000,nilaiRendah,649,freqRendah
623,RANC,Supra Boga Lestari Tbk.,Pengembangan,Noncyc,120,1130,11.88%,gainersTinggi gainersSedang gainersRendah,521300,volumeRendah,574340500,nilaiRendah,477,freqRendah
624,RBMS,Ristia Bintang Mahkotasejati Tbk.,Utama,Properties & Real Estate,0,50,0.00%,gainersRendah,914700,volumeRendah,45735000,nilaiRendah,67,freqRendah
625,RCCC,Utama Radar Cahaya Tbk.,Akselerasi,Transportation & Logistic,-2,112,-1.75%,gainersRendah,949800,volumeRendah,108401600,nilaiRendah,1141,freqRendah
626,RDTX,Roda Vivatex Tbk,Utama,Properties & Real Estate,0,8775,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
627,REAL,Repower Asia Indonesia Tbk.,Pengembangan,Properties & Real Estate,0,50,0.00%,gainersRendah,1100,volumeRendah,55000,nilaiRendah,3,freqRendah
628,RELI,Reliance Sekuritas Indonesia Tbk.,Utama,Financials,35,680,5.43%,gainersSedang gainersRendah,9700,volumeRendah,6154000,nilaiRendah,26,freqRendah
629,RICY,Ricky Putra Globalindo Tbk,Utama,Cyclic,-2,108,-1.82%,gainersRendah,4586300,volumeRendah,502096100,nilaiRendah,515,freqRendah
630,RIGS,Rig Tenders Indonesia Tbk.,Pengembangan,Energy,-5,545,-0.91%,gainersRendah,599300,volumeRendah,328860500,nilaiRendah,78,freqRendah
631,RIMO,Rimo International Lestari Tbk,Pengembangan,Properties & Real Estate,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
632,RISE,Jaya Sukses Makmur Sentosa Tbk.,Pengembangan,Properties & Real Estate,0,1025,0.00%,gainersRendah,1041800,volumeRendah,1061640000,nilaiRendah,136,freqRendah
633,RMBA,Bentoel Internasional Investama Tbk.,Utama,Noncyc,0,306,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
634,RMKE,RMK Energy Tbk.,Utama,Energy,-20,1005,-1.95%,gainersRendah,21184200,volumeRendah,21552240500,nilaiSedang nilaiRendah,1769,freqRendah
635,ROCK,Rockfields Properti Indonesia Tbk.,Pengembangan,Properties & Real Estate,16,442,3.76%,gainersSedang gainersRendah,7900,volumeRendah,3540600,nilaiRendah,8,freqRendah
636,RODA,Pikko Land Development Tbk.,Pengembangan,Properties & Real Estate,-1,74,-1.33%,gainersRendah,411800,volumeRendah,29982100,nilaiRendah,65,freqRendah
637,RONY,Aesler Grup Internasional Tbk.,Pengembangan,Infrasctructures,0,800,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
638,ROTI,Nippon Indosari Corpindo Tbk.,Utama,Noncyc,30,1300,2.36%,gainersSedang gainersRendah,2157600,volumeRendah,2807903500,nilaiRendah,897,freqRendah
639,RSGK,Kedoya Adyaraya Tbk.,Utama,Healthcare,0,1220,0.00%,gainersRendah,3700,volumeRendah,4336500,nilaiRendah,10,freqRendah
640,RUIS,Radiant Utama Interinsco Tbk.,Pengembangan,Energy,-2,224,-0.88%,gainersRendah,445300,volumeRendah,100223200,nilaiRendah,185,freqRendah
641,RUNS,Global Sukses Solusi Tbk.,Akselerasi,Technology,-4,204,-1.92%,gainersRendah,164300,volumeRendah,33016600,nilaiRendah,109,freqRendah
642,SAFE,Steady Safe Tbk,Pengembangan,Transportation & Logistic,-2,206,-0.96%,gainersRendah,1000500,volumeRendah,207632000,nilaiRendah,947,freqRendah
643,SAME,Sarana Meditama Metropolitan Tbk.,Pengembangan,Healthcare,-2,284,-0.70%,gainersRendah,3523900,volumeRendah,1001477800,nilaiRendah,267,freqRendah
644,SAMF,Saraswanti Anugerah Makmur Tbk.,Utama,Basic Materials,-6,448,-1.32%,gainersRendah,2429500,volumeRendah,1091939600,nilaiRendah,563,freqRendah
645,SAPX,Satria Antaran Prima Tbk.,Pengembangan,Transportation & Logistic,-20,725,-2.68%,gainersRendah,9100,volumeRendah,6803000,nilaiRendah,18,freqRendah
646,SATU,Kota Satu Properti Tbk.,Pengembangan,Properties & Real Estate,-1,74,-1.33%,gainersRendah,3079900,volumeRendah,227218300,nilaiRendah,195,freqRendah
647,SBAT,Sejahtera Bintang Abadi Textile Tbk.,Pengembangan,Cyclic,0,50,0.00%,gainersRendah,200,volumeRendah,10000,nilaiRendah,2,freqRendah
648,SBMA,Surya Biru Murni Acetylene Tbk.,Pengembangan,Basic Materials,-4,230,-1.71%,gainersRendah,4838100,volumeRendah,1115533200,nilaiRendah,704,freqRendah
649,SCCO,Supreme Cable Manufacturing & Commerce Tbk.,Utama,Industrials,-25,8375,-0.30%,gainersRendah,2000,volumeRendah,16612500,nilaiRendah,11,freqRendah
650,SCMA,Surya Citra Media Tbk.,Utama,Cyclic,2,240,0.84%,gainersRendah,143206300,volumeSedang volumeRendah,34367521800,nilaiSedang nilaiRendah,7935,freqSedang freqRendah
651,SCNP,Selaras Citra Nusantara Perkasa Tbk.,Pengembangan,Cyclic,0,246,0.00%,gainersRendah,111800,volumeRendah,27335400,nilaiRendah,13,freqRendah
652,SCPI,Organon Pharma Indonesia Tbk.,Pengembangan,Healthcare,0,29000,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
653,SDMU,Sidomulyo Selaras Tbk.,Pengembangan,Transportation & Logistic,-2,81,-2.41%,gainersRendah,4419600,volumeRendah,362070400,nilaiRendah,760,freqRendah
654,SDPC,Millennium Pharmacon International Tbk.,Utama,Noncyc,0,125,0.00%,gainersRendah,15500,volumeRendah,1937500,nilaiRendah,6,freqRendah
655,SDRA,Bank Woori Saudara Indonesia 1906 Tbk.,Utama,Financials,-5,590,-0.84%,gainersRendah,98900,volumeRendah,58623500,nilaiRendah,30,freqRendah
656,SEMA,Semacom Integrated Tbk.,Pengembangan,Energy,1,158,0.64%,gainersRendah,2412500,volumeRendah,379393300,nilaiRendah,499,freqRendah
657,SFAN,Surya Fajar Capital Tbk.,Pengembangan,Financials,5,1765,0.28%,gainersRendah,528700,volumeRendah,932060000,nilaiRendah,200,freqRendah
658,SGER,Sumber Global Energy Tbk.,Pengembangan,Energy,-5,660,-0.75%,gainersRendah,770100,volumeRendah,508395000,nilaiRendah,471,freqRendah
659,SGRO,Sampoerna Agro Tbk.,Utama,Noncyc,-10,2230,-0.45%,gainersRendah,202900,volumeRendah,452701000,nilaiRendah,153,freqRendah
660,SHID,Hotel Sahid Jaya International Tbk.,Pengembangan,Cyclic,-20,1565,-1.26%,gainersRendah,6617900,volumeRendah,10521368000,nilaiRendah,925,freqRendah
661,SHIP,Sillo Maritime Perdana Tbk.,Utama,Energy,65,900,7.78%,gainersSedang gainersRendah,3435400,volumeRendah,3026209000,nilaiRendah,876,freqRendah
662,SICO,Sigma Energy Compressindo Tbk.,Pengembangan,Energy,-7,197,-3.43%,gainersRendah,33208100,volumeSedang volumeRendah,6624701400,nilaiRendah,4309,freqSedang freqRendah
663,SIDO,Industri Jamu dan Farmasi Sido Muncul Tbk.,Utama,Healthcare,0,740,0.00%,gainersRendah,16484400,volumeRendah,12147185500,nilaiRendah,3501,freqSedang freqRendah
664,SILO,Siloam International Hospitals Tbk.,Utama,Healthcare,-30,1100,-2.65%,gainersRendah,2952400,volumeRendah,3265496000,nilaiRendah,606,freqRendah
665,SIMA,Siwani Makmur Tbk,Pengembangan,Basic Materials,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
666,SIMP,Salim Ivomas Pratama Tbk.,Utama,Noncyc,-2,430,-0.46%,gainersRendah,1100500,volumeRendah,472727000,nilaiRendah,210,freqRendah
667,SINI,Singaraja Putra Tbk.,Pengembangan,Industrials,2,202,1.00%,gainersRendah,3801200,volumeRendah,809636800,nilaiRendah,1293,freqRendah
668,SIPD,Sreeya Sewu Indonesia Tbk.,Pengembangan,Noncyc,-5,1110,-0.45%,gainersRendah,1300,volumeRendah,1405000,nilaiRendah,4,freqRendah
669,SKBM,Sekar Bumi Tbk.,Pengembangan,Noncyc,-18,380,-4.52%,gainersRendah,117900,volumeRendah,44122000,nilaiRendah,76,freqRendah
670,SKLT,Sekar Laut Tbk.,Pengembangan,Noncyc,-95,1955,-4.63%,gainersRendah,2400,volumeRendah,4797000,nilaiRendah,6,freqRendah
671,SKRN,Superkrane Mitra Utama Tbk.,Pengembangan,Industrials,-85,1605,-5.03%,gainersRendah,86300,volumeRendah,139770000,nilaiRendah,90,freqRendah
672,SKYB,Northcliff Citranusa Indonesia Tbk.,Pengembangan,Technology,0,51,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
673,SLIS,Gaya Abadi Sempurna Tbk.,Pengembangan,Cyclic,-18,244,-6.87%,gainersRendah,44689700,volumeSedang volumeRendah,11151444000,nilaiRendah,5272,freqSedang freqRendah
674,SMAR,Smart Tbk.,Pengembangan,Noncyc,25,5400,0.47%,gainersRendah,312500,volumeRendah,1656625000,nilaiRendah,197,freqRendah
